id,created_at,text,media_url
864856307810967554,2017-05-17 14:53:06,b'\xe4\xb8\x89\xe4\xb8\xaa\xe9\xbb\x91\xe5\xae\xa2\xef\xbc\x8c\xe7\x8c\x9c\xe7\x8c\x9c\xe8\xbf\x99\xe6\x98\xaf\xe5\x93\xaa\xe9\x87\x8c\xef\xbc\x9f https://t.co/OEaQJkSpRK',http://pbs.twimg.com/media/DACWN6tUQAAOMVF.jpg
864262019666411521,2017-05-15 23:31:37,b'\xe5\x93\xa5\xe5\xa4\xa7\xe5\xb7\xa5\xe7\xa8\x8b\xe5\x92\x8c\xe6\x87\x89\xe7\x94\xa8\xe7\xa7\x91\xe5\xad\xb8\xe5\xad\xb8\xe9\x99\xa2\xe7\x95\xa2\xe6\xa5\xad\xe6\xbc\x94\xe8\xac\x9b\xf0\x9f\x8e\x93\xe3\x80\x82\xe5\xa5\xbd\xe5\xa4\x9a\xe4\xba\xba\xef\xbc\x8c\xe6\x9c\x80\xe5\xbe\x8c\xe4\xb8\x80\xe5\xbc\xb5\xe6\x98\xaf\xe5\x9c\xa8\xe5\x8f\xb0\xe4\xb8\x8a\xe6\x8b\x8d\xe7\x9a\x84\xe6\xa0\xa1\xe9\x95\xb7\xe5\x92\x8c\xe9\x99\xa2\xe9\x95\xb7\xe5\x92\x8c\xe7\x95\xa2\xe6\xa5\xad\xe7\x94\x9f\xe6\x8f\xa1\xe6\x89\x8b\xe3\x80\x82\xe5\x93\xa5\xe5\xa4\xa7\xe7\x9b\xb4\xe6\x92\xad\xe5\x81\x9a\xe5\xbe\x97\xe5\xbe\x88\xe5\xb0\x88\xe6\xa5\xad\xef\xbc\x8c\xe9\x82\x84\xe6\x9c\x89\xe5\xad\x97\xe5\xb9\x95\xe3\x80\x82\xe9\x81\x8e\xe5\x85\xa9\xe5\xa4\xa9\xe5\x9c\xa8\xe9\x80\x99\xe5\x85\x92\xe6\x9c\x83\xe5\x88\x86\xe4\xba\xab\xe6\xbc\x94\xe8\xac\x9b\xe8\xa6\x96\xe9\xa0\xbb\xe5\x92\x8c\xe6\xbc\x94\xe8\xac\x9b\xe4\xb8\xad\xe8\x8b\xb1\xe6\x96\x87\xe5\xad\x97\xe3\x80\x82 https://t.co/n7i5p9rlSk',http://pbs.twimg.com/media/C_55tLoUAAA_rkF.jpg
864108049274781696,2017-05-15 13:19:47,b'\xe6\x9c\x89\xe9\x97\x9c\xe5\xa5\x87\xe9\xbb\x9e\xe3\x80\x81\xe5\x9f\xba\xe6\x96\xbc\xe4\xba\xba\xe8\x85\xa6\xe7\x9a\x84\xe8\xa8\x88\xe7\xae\x97\xe3\x80\x81\xe6\xb7\xb1\xe5\xba\xa6\xe5\xad\xb8\xe7\xbf\x92\xe3\x80\x81\xe9\x87\x8f\xe5\xad\x90\xe8\xa8\x88\xe7\xae\x97\xe7\x9a\x84\xe9\x97\x9c\xe4\xbf\x82\xe3\x80\x82\xe4\xb8\x80\xe7\xaf\x87\xe6\x96\x87\xe7\xab\xa0\xe7\x9e\xad\xe8\xa7\xa3\xe5\x89\xb5\xe6\x96\xb0\xe5\xb7\xa5\xe5\xa0\xb4\xe8\xa7\x80\xe9\xbb\x9e\xef\xbc\x8c\xe5\x92\x8c\xe7\x82\xba\xe4\xbd\x95\xe6\x88\x91\xe5\x80\x91\xe4\xb8\x8d\xe8\xaa\x8d\xe5\x8f\xaf\xe3\x80\x8c\xe7\xa5\x9e\xe7\xb6\x93\xe5\x85\x83\xe6\x95\xb8\xe9\x87\x8f\xe6\x88\x90\xe9\x95\xb7+\xe9\x87\x8f\xe5\xad\x90\xe8\xa8\x88\xe7\xae\x97\xe5\x8a\xa0\xe9\x80\x9f=\xe5\xa5\x87\xe9\xbb\x9e\xe4\xbe\x86\xe8\x87\xa8\xe3\x80\x8d\xe7\x9a\x84\xe7\x9c\x8b\xe6\xb3\x95\xe3\x80\x82https://t.co/Bk9nli9WBd https://t.co/La1zNEoWA3',http://pbs.twimg.com/media/C_3trivU0AAnGhj.jpg
864093392958967812,2017-05-15 12:21:33,b'\xe7\xb4\x90\xe7\xb4\x84\xe5\xa4\xa9\xe6\xb0\xa3\xe7\x9c\x9f\xe5\xa5\xbd\xef\xbc\x8c\xe9\xa3\x9b\xe6\xa9\x9f\xe8\x88\xaa\xe7\x8f\xad\xe4\xb8\x8a\xe5\xa5\xbd\xe5\xa4\x9a\xe4\xbe\x86\xe5\x8f\x83\xe5\x8a\xa0\xe7\x95\xa2\xe6\xa5\xad\xe5\x85\xb8\xe7\xa6\xae\xe7\x9a\x84\xe7\x88\xb6\xe6\xaf\x8d\xe3\x80\x82 https://t.co/2RYBmBWlpn',http://pbs.twimg.com/media/C_3gWNDUAAAGqws.jpg
863734568792338434,2017-05-14 12:35:43,b'\xe6\x9c\xac\xe5\x91\xa8\xe7\xbe\x8e\xe4\xb8\x9c\xe6\xb3\xa2\xe5\xa3\xab\xe9\xa1\xbfMIT\xe3\x80\x81\xe7\xba\xbd\xe7\xba\xa6\xe5\x93\xa5\xe5\xa4\xa7\xe4\xb8\xa4\xe7\xab\x99\xe5\xad\xa6\xe7\x94\x9f\xe5\xaf\xb9\xe8\xb0\x88\xef\xbc\x8c\xe6\x89\xbeAI\xe4\xba\xba\xe6\x89\x8d\xe5\x92\x8c\xe5\x88\x9b\xe4\xb8\x9a\xe8\x80\x85\xef\xbc\x81https://t.co/sqfWTvJrQe https://t.co/t68rOKKlWK',http://pbs.twimg.com/media/C_yZvZTUQAMv4OP.jpg
862315386028544000,2017-05-10 14:36:23,b'\xe4\xbb\x8a\xe5\xa4\xa9\xe5\x9c\xa8\xe4\xb8\x8a\xe6\xb5\xb7\xe7\x9a\x84\xe3\x80\x8a\xe4\xba\xba\xe5\xb7\xa5\xe6\x99\xba\xe8\x83\xbd\xe3\x80\x8b\xe6\x96\xb0\xe6\x9b\xb8\xe7\xb0\xbd\xe5\x94\xae\xe6\x9c\x83\xef\xbc\x8c\xe7\x9c\x8b\xe7\x9c\x8b\xe5\x93\xaa\xe4\xbd\x8d\xe7\xa5\x9e\xe7\xa7\x98\xe7\x9a\x84\xe5\x98\x89\xe8\xb3\x93\xe4\xbe\x86\xe5\x88\xb0\xe4\xba\x86\xe7\x8f\xbe\xe5\xa0\xb4\xe5\x91\xa2\xef\xbc\x9f https://t.co/UBNWD0Set4',http://pbs.twimg.com/media/C_ePQyVVwAA2Gi9.jpg
860781990412288000,2017-05-06 09:03:13,b'\xe7\xbe\x8e\xe9\xba\x97\xe7\x9a\x84\xe9\x90\xae\xe5\x80\x89\xe3\x80\x82 https://t.co/NSJHRi29sR',http://pbs.twimg.com/media/C_Ico_IUMAAUwhf.jpg
859394809731047424,2017-05-02 13:11:04,b'\xe6\x95\xb4\xe7\x90\x86\xe6\x96\x87\xe4\xbb\xb6\xef\xbc\x8c\xe7\x9c\x8b\xe5\x88\xb0\xe5\xa4\xa7\xe5\xad\xa6\xe6\x88\x90\xe7\xbb\xa9\xe5\x8d\x95\xe3\x80\x82\xf0\x9f\x98\x9c https://t.co/641Tjncyws',http://pbs.twimg.com/media/C-0vBCLUwAE5uFb.jpg
857590025927614466,2017-04-27 13:39:30,b'\xe4\xbb\x8a\xe5\xa4\xa9\xe6\xbc\x94\xe8\xac\x9b\xe7\x9a\x84\xe7\x9f\xad\xe8\xa6\x96\xe9\xa0\xbb\xe7\x89\x88\xef\xbc\x8c\xe7\xa7\x91\xe5\xad\xb8\xe5\xae\xb6\xe6\x8c\xba\xe8\x8b\xa6\xe9\x80\xbc\xe7\x9a\x84\xef\xbc\x8c\xe6\x88\x91\xe5\x80\x91\xe6\x87\x89\xe8\xa9\xb2\xe4\xbb\xa5\xe7\x8f\x8d\xe6\x84\x9b\xe5\x9c\x8b\xe5\xaf\xb6\xe7\x9a\x84\xe6\x85\x8b\xe5\xba\xa6\xe4\xbe\x86\xe6\x94\xaf\xe6\x8c\x81\xe9\xa0\x82\xe5\xb0\x96\xe7\xa7\x91\xe5\xad\xb8\xe5\xae\xb6\xe5\x89\xb5\xe6\xa5\xad\xe3\x80\x82 https://t.co/7NXEuz2JC0',http://pbs.twimg.com/ext_tw_video_thumb/857589685916270593/pu/img/vI1BG1Wt1uxMl0MC.jpg
857466867027394560,2017-04-27 05:30:06,b'GMIC\xe6\x9d\x8e\xe9\x96\x8b\xe5\xbe\xa9\xe6\x8f\x90\xe5\x95\x8f\xe9\x9c\x8d\xe9\x87\x91\xef\xbc\x9a\xe5\xa6\x82\xe4\xbd\x95\xe7\xb4\x84\xe6\x9d\x9f\xe4\xba\x92\xe8\x81\xaf\xe7\xb6\xb2\xe5\xb7\xa8\xe9\xa0\xad\xef\xbc\x9f https://t.co/9j22aca3tt',http://pbs.twimg.com/ext_tw_video_thumb/857466332060631040/pu/img/RivmLpC-Nvsv89Jg.jpg
856505461431951364,2017-04-24 13:49:49,b'\xe6\x9c\x80\xe8\xbf\x91\xe6\x9c\x89\xe4\xbb\xbb\xe4\xbd\x95\xe7\xa9\xba\xe4\xbd\x99\xe7\x9a\x84\xe6\x99\x82\xe9\x96\x93\xef\xbc\x8c\xe9\x83\xbd\xe5\x9c\xa8\xe7\xb0\xbd\xe6\x9b\xb8\xef\xbc\x8c\xe5\x8d\xb3\xe4\xbd\xbf\xe5\x9c\xa8\xe8\xbb\x8a\xe4\xb8\x8a\xe3\x80\x82\xf0\x9f\x99\x82 https://t.co/xFibrKytUP',http://pbs.twimg.com/media/C-LrKMfVYAQv-lN.jpg
853778403417235458,2017-04-17 01:13:28,b'\xe6\x9c\x89\xe6\x9c\x8b\xe8\x87\xaa\xe9\x81\xa0\xe6\x96\xb9\xe4\xbe\x86\xe3\x80\x82\xf0\x9f\x99\x82 https://t.co/qC87xe55xO',http://pbs.twimg.com/media/C9k66s1UwAAHU5u.jpg
852169648866942981,2017-04-12 14:40:51,b'\xe6\x8a\x95\xe4\xb8\xad\xe9\x9b\x86\xe5\x9b\xa2\xe7\x9a\x842016\xe5\xb9\xb4\xe6\x97\xa9\xe6\x9c\x9f\xe5\x88\x9b\xe4\xb8\x9a\xe6\x8a\x95\xe8\xb5\x84\xe6\x9c\xba\xe6\x9e\x84\xe6\x8e\x92\xe8\xa1\x8c\xe6\xa6\x9c\xef\xbc\x8c\xe5\x88\x9b\xe6\x96\xb0\xe5\xb7\xa5\xe5\x9c\xba\xe8\x8d\xa3\xe8\x8e\xb7\xe7\xac\xac\xe4\xb8\x80\xe3\x80\x82\xe6\x84\x9f\xe8\xb0\xa2\xe5\xb7\xa5\xe5\x9c\xba\xe5\xb0\x8f\xe4\xbc\x99\xe4\xbc\xb4\xe4\xbb\xac\xe7\x9a\x84\xe5\x8a\xaa\xe5\x8a\x9b\xef\xbc\x81 https://t.co/Z5EHAZknPv',http://pbs.twimg.com/media/C9ODwwZUIAEOiU0.jpg
